,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Parkwoods,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
1,Parkwoods,43.7532586,-79.3296565,KFC,43.75438666345904,-79.3330206627504,Restaurant
2,Parkwoods,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
3,Victoria Village,43.725882299999995,-79.31557159999998,Victoria Village Arena,43.72348055545508,-79.31563520925143,Hockey Arena
4,Victoria Village,43.725882299999995,-79.31557159999998,Tim Hortons,43.725516631714754,-79.31310251366091,Coffee Shop
5,Victoria Village,43.725882299999995,-79.31557159999998,Portugril,43.72581876267242,-79.31278541470671,Restaurant
6,Victoria Village,43.725882299999995,-79.31557159999998,The Frig,43.72705130603407,-79.31741760908679,Restaurant
7,Victoria Village,43.725882299999995,-79.31557159999998,Pizza Nova,43.725823726352196,-79.31286041792907,Pizza Place
8,"Regent Park, Harbourfront",43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
9,"Regent Park, Harbourfront",43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
10,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
11,"Regent Park, Harbourfront",43.6542599,-79.3606359,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
12,"Regent Park, Harbourfront",43.6542599,-79.3606359,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
13,"Regent Park, Harbourfront",43.6542599,-79.3606359,Corktown Common,43.655617799749734,-79.3562113397429,Park
14,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
15,"Regent Park, Harbourfront",43.6542599,-79.3606359,Morning Glory Cafe,43.653946942635294,-79.36114884214422,Breakfast Spot
16,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Extension Room,43.65331304337331,-79.35972538072777,Gym
17,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
18,"Regent Park, Harbourfront",43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
19,"Regent Park, Harbourfront",43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
20,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
21,"Regent Park, Harbourfront",43.6542599,-79.3606359,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
22,"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
23,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
24,"Regent Park, Harbourfront",43.6542599,-79.3606359,Underpass Park,43.65576361726024,-79.3548059463501,Park
25,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
26,"Regent Park, Harbourfront",43.6542599,-79.3606359,Brick Street Bakery,43.650574039683974,-79.35953942981405,Bakery
27,"Regent Park, Harbourfront",43.6542599,-79.3606359,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
28,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,Restaurant
29,"Regent Park, Harbourfront",43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
30,"Regent Park, Harbourfront",43.6542599,-79.3606359,El Catrin,43.650600737116996,-79.35892024942333,Restaurant
31,"Regent Park, Harbourfront",43.6542599,-79.3606359,Parliament Square Park,43.65026388338689,-79.36219509081177,Park
32,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
33,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Sweet Escape Patisserie,43.65063217302609,-79.35870913127346,Bakery
34,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
35,"Regent Park, Harbourfront",43.6542599,-79.3606359,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
36,"Regent Park, Harbourfront",43.6542599,-79.3606359,Caffe Furbo,43.649969882303814,-79.35884946388191,Café
37,"Regent Park, Harbourfront",43.6542599,-79.3606359,Soulpepper Theatre,43.65078003430492,-79.35761534068922,Theater
38,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Aviary,43.65363394725125,-79.35466212072043,Pub
39,"Regent Park, Harbourfront",43.6542599,-79.3606359,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
40,"Regent Park, Harbourfront",43.6542599,-79.3606359,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
41,"Regent Park, Harbourfront",43.6542599,-79.3606359,John Fluevog Shoes,43.64989585773889,-79.3594359503061,Shoe Store
42,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mill St. Brew Pub,43.65035331843578,-79.35848936650571,Pub
43,"Regent Park, Harbourfront",43.6542599,-79.3606359,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
44,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arta Gallery,43.650022181882065,-79.36122168476822,Art Gallery
45,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Abnormal Beauty Company,43.649892147380996,-79.3610051085219,Cosmetics Shop
46,"Regent Park, Harbourfront",43.6542599,-79.3606359,TD Canada Trust,43.652779762702764,-79.3563362625656,Bank
47,"Regent Park, Harbourfront",43.6542599,-79.3606359,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
48,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Beer Store,43.657773,-79.3574632,Beer Store
49,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Healthy Road,43.656264585886454,-79.35711882680904,Health Food Store
50,"Regent Park, Harbourfront",43.6542599,-79.3606359,Kibo Sushi House 希,43.658522,-79.359717,Restaurant
51,"Regent Park, Harbourfront",43.6542599,-79.3606359,GW General,43.650495,-79.357538,Antique Shop
52,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Roots,43.71821373389962,-79.46389305304558,Boutique
53,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Kitchen Stuff Plus (Clearance Outlet),43.71909636823933,-79.46267482419971,Furniture / Home Store
54,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Lac Vien Vietnamese Restaurant,43.72125878799614,-79.46847226859448,Restaurant
55,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Orfus Road Shopping Outlets,43.719045296434736,-79.46084915034818,Clothing Store
56,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Tim Hortons,43.7194274,-79.4679949,Coffee Shop
57,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Ardene Shoes Outlet,43.718892366644944,-79.46134358371631,Accessories Store
58,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Rinx Real Entertainment Centre,43.71784220022086,-79.46223069665501,Event Space
59,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,International Clothiers,43.717997,-79.46672,Clothing Store
60,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Stitches,43.718804,-79.464125,Clothing Store
61,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Suzy Shier,43.718846,-79.465906,Clothing Store
62,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Bowring Outlet,43.718495530959125,-79.46449690722636,Furniture / Home Store
63,Ontario Provincial Government,43.6623015,-79.3894938,Queen's Park,43.66394609897775,-79.39217952520835,Park
64,Ontario Provincial Government,43.6623015,-79.3894938,Mercatto,43.660390911898546,-79.38766421192705,Restaurant
65,Ontario Provincial Government,43.6623015,-79.3894938,NEO COFFEE BAR,43.66013,-79.38583,Coffee Shop
66,Ontario Provincial Government,43.6623015,-79.3894938,T-Swirl Crepe,43.663452,-79.384125,Creperie
67,Ontario Provincial Government,43.6623015,-79.3894938,Bar Volo,43.66546184849369,-79.38569158315659,Beer Bar
68,Ontario Provincial Government,43.6623015,-79.3894938,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
69,Ontario Provincial Government,43.6623015,-79.3894938,Starbucks,43.65945605353152,-79.39041123272168,Coffee Shop
70,Ontario Provincial Government,43.6623015,-79.3894938,Como En Casa,43.66516,-79.384796,Restaurant
71,Ontario Provincial Government,43.6623015,-79.3894938,Burrito Bandidos,43.662962178169344,-79.38395554190546,Burrito Place
72,Ontario Provincial Government,43.6623015,-79.3894938,Central YMCA,43.663083310067655,-79.38502493214878,Distribution Center
73,Ontario Provincial Government,43.6623015,-79.3894938,Bubble Bath & Spa,43.65904951746615,-79.38534357912432,Spa
74,Ontario Provincial Government,43.6623015,-79.3894938,401 Games,43.663623277853254,-79.3840374323983,Hobby Shop
75,Ontario Provincial Government,43.6623015,-79.3894938,Tokyo Sushi,43.665885330936845,-79.38697684868161,Restaurant
76,Ontario Provincial Government,43.6623015,-79.3894938,Coach House Restaurant,43.66499059853204,-79.38481415727767,Restaurant
77,Ontario Provincial Government,43.6623015,-79.3894938,Hart House Theatre,43.66357134217992,-79.3946163990837,Theater
78,Ontario Provincial Government,43.6623015,-79.3894938,Sushi Garden,43.66485840073255,-79.38494112880176,Restaurant
79,Ontario Provincial Government,43.6623015,-79.3894938,Flock Rotisserie + Greens,43.659167,-79.389475,Fried Chicken Joint
80,Ontario Provincial Government,43.6623015,-79.3894938,Tokyo Grill,43.665085238149395,-79.38470692554789,Restaurant
81,Ontario Provincial Government,43.6623015,-79.3894938,Starbucks,43.658204,-79.388998,Coffee Shop
82,Ontario Provincial Government,43.6623015,-79.3894938,Booster Juice,43.65865699,-79.38868207,Smoothie Shop
83,Ontario Provincial Government,43.6623015,-79.3894938,RBC Royal Bank,43.65933603842843,-79.38977326176165,Bank
84,Ontario Provincial Government,43.6623015,-79.3894938,Subway,43.65897011920262,-79.3908742539673,Sandwich Place
85,Ontario Provincial Government,43.6623015,-79.3894938,Tim Hortons,43.6610382,-79.3937966,Coffee Shop
86,Ontario Provincial Government,43.6623015,-79.3894938,Aroma Espresso Bar,43.658927676749364,-79.38990298985978,Café
87,Ontario Provincial Government,43.6623015,-79.3894938,Starbucks,43.660887,-79.39372,Coffee Shop
88,Ontario Provincial Government,43.6623015,-79.3894938,Hart House Gym,43.66417202442517,-79.39488839857401,Gym
89,Ontario Provincial Government,43.6623015,-79.3894938,Convocation Hall,43.66082829233904,-79.39524545662506,College Auditorium
90,Ontario Provincial Government,43.6623015,-79.3894938,SUDS,43.65988035580764,-79.39471219966201,Bar
91,Ontario Provincial Government,43.6623015,-79.3894938,Tim Hortons,43.6589062,-79.3886961,Coffee Shop
92,Ontario Provincial Government,43.6623015,-79.3894938,Gallery Grill,43.663841,-79.394309,Restaurant
93,"Malvern, Rouge",43.806686299999996,-79.19435340000001,Wendy’s,43.80744841934756,-79.19905558052072,Restaurant
94,Don Mills)North,43.745905799999996,-79.352188,Island Foods,43.745866073988985,-79.34603533317939,Restaurant
95,Don Mills)North,43.745905799999996,-79.352188,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
96,Don Mills)North,43.745905799999996,-79.352188,LA Fitness,43.74766522888878,-79.34707696065234,Gym
97,Don Mills)North,43.745905799999996,-79.352188,Gonoe Sushi,43.74573681959921,-79.34599119916211,Restaurant
98,Don Mills)North,43.745905799999996,-79.352188,Wooffles & Cream,43.748159,-79.348235,Dessert Shop
99,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Jawny Bakers,43.705782646822,-79.31291304477831,Gastropub
100,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,East York Gymnastics,43.710654,-79.309279,Gym
101,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Shoppers Drug Mart,43.705933,-79.312825,Pharmacy
102,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,TD Canada Trust,43.705739883755946,-79.31227013468737,Bank
103,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Pizza Pizza,43.70515901620182,-79.31312955571528,Pizza Place
104,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Rise & Dine Eatery,43.705769,-79.311638,Breakfast Spot
105,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Nostalgia,43.706832771917064,-79.31178314223835,Café
106,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,East York Animal Clinic,43.70592051370348,-79.3121958344716,Pet Store
107,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,St. Clair Ave E & O'Connor Dr,43.70523283448301,-79.31327432821826,Intersection
108,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Venice Pizza,43.70592051370348,-79.31395663414658,Pizza Place
109,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Merchant's Flea Market,43.705107692965406,-79.31416841029413,Flea Market
110,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,TKTO - Toronto Knife Throwing Organization,43.7099660731501,-79.31341111891099,Athletics & Sports
111,"Garden District, Ryerson",43.6571618,-79.37893709999999,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
112,"Garden District, Ryerson",43.6571618,-79.37893709999999,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
113,"Garden District, Ryerson",43.6571618,-79.37893709999999,Blaze Pizza,43.656518,-79.380015,Pizza Place
114,"Garden District, Ryerson",43.6571618,-79.37893709999999,Page One Cafe,43.65777161112601,-79.3760725691681,Café
115,"Garden District, Ryerson",43.6571618,-79.37893709999999,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
116,"Garden District, Ryerson",43.6571618,-79.37893709999999,Five Guys,43.657116518476315,-79.38085267976494,Restaurant
117,"Garden District, Ryerson",43.6571618,-79.37893709999999,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
118,"Garden District, Ryerson",43.6571618,-79.37893709999999,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
119,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
120,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
121,"Garden District, Ryerson",43.6571618,-79.37893709999999,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
122,"Garden District, Ryerson",43.6571618,-79.37893709999999,306 Yonge Street - Jordan Store,43.65649471160899,-79.38101531134684,Sporting Goods Shop
123,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,Restaurant
124,"Garden District, Ryerson",43.6571618,-79.37893709999999,CF Toronto Eaton Centre,43.654446920401455,-79.38095230798749,Shopping Mall
125,"Garden District, Ryerson",43.6571618,-79.37893709999999,Samsung Experience Store (Eaton Centre),43.65564777812532,-79.3810108074576,Electronics Store
126,"Garden District, Ryerson",43.6571618,-79.37893709999999,Oakham Café,43.658077944767534,-79.37831497990125,Café
127,"Garden District, Ryerson",43.6571618,-79.37893709999999,Nordstrom,43.655041,-79.3809665,Clothing Store
128,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ryerson Image Centre,43.65752337161094,-79.37945958709186,Art Gallery
129,"Garden District, Ryerson",43.6571618,-79.37893709999999,Spring Sushi,43.656252529816086,-79.38065954471074,Restaurant
130,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Senator Restaurant,43.65564091455335,-79.37919882575557,Restaurant
131,"Garden District, Ryerson",43.6571618,-79.37893709999999,Solei Tanning Salon,43.654734082347616,-79.38024826065258,Tanning Salon
132,"Garden District, Ryerson",43.6571618,-79.37893709999999,BMV Books,43.657047061091596,-79.38166061431659,Bookstore
133,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
134,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Restaurant
135,"Garden District, Ryerson",43.6571618,-79.37893709999999,Crepe Delicious,43.654536488277245,-79.38088885547485,Restaurant
136,"Garden District, Ryerson",43.6571618,-79.37893709999999,JOEY Eaton Centre,43.6560936540828,-79.38187792357716,Restaurant
137,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
138,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kinton Ramen,43.660631695006714,-79.37887964897601,Restaurant
139,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
140,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
141,"Garden District, Ryerson",43.6571618,-79.37893709999999,Barberian's Steak House,43.65775512925926,-79.38217741375935,Restaurant
142,"Garden District, Ryerson",43.6571618,-79.37893709999999,Salad King,43.65760101432665,-79.38161963017174,Restaurant
143,"Garden District, Ryerson",43.6571618,-79.37893709999999,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
144,"Garden District, Ryerson",43.6571618,-79.37893709999999,Chipotle Mexican Grill,43.65686,-79.38091,Restaurant
145,"Garden District, Ryerson",43.6571618,-79.37893709999999,Jack Astor's Bar & Grill,43.65601939992059,-79.38032551379719,Restaurant
146,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Elm Tree Restaurant,43.65739749535259,-79.38376054171513,Restaurant
147,"Garden District, Ryerson",43.6571618,-79.37893709999999,LUSH,43.653557,-79.3804,Cosmetics Shop
148,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tokyo Smoke,43.6570197,-79.3804447,Coffee Shop
149,"Garden District, Ryerson",43.6571618,-79.37893709999999,Indigo,43.65351471121164,-79.38069591056922,Bookstore
150,"Garden District, Ryerson",43.6571618,-79.37893709999999,Second Cup,43.65602745564191,-79.38057491935326,Coffee Shop
151,"Garden District, Ryerson",43.6571618,-79.37893709999999,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
152,"Garden District, Ryerson",43.6571618,-79.37893709999999,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
153,"Garden District, Ryerson",43.6571618,-79.37893709999999,MUJI,43.656024,-79.383284,Miscellaneous Shop
154,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bourbon St. Grill,43.6551351410162,-79.3808225262395,Restaurant
155,"Garden District, Ryerson",43.6571618,-79.37893709999999,SEPHORA,43.6535272,-79.3801543,Cosmetics Shop
156,"Garden District, Ryerson",43.6571618,-79.37893709999999,Danish Pastry House,43.654574,-79.38074,Bakery
157,"Garden District, Ryerson",43.6571618,-79.37893709999999,HomeSense,43.6531486,-79.3794184,Furniture / Home Store
158,"Garden District, Ryerson",43.6571618,-79.37893709999999,DAVIDsTEA,43.65521877547618,-79.38094518163427,Tea Room
159,"Garden District, Ryerson",43.6571618,-79.37893709999999,Lake Devo,43.6569936860937,-79.37689788366988,Lake
160,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ali Baba's - Yonge north of Dundas,43.6578670583589,-79.3811759912352,Restaurant
161,"Garden District, Ryerson",43.6571618,-79.37893709999999,Cineplex Cinemas,43.65612555948613,-79.38039005666784,Movie Theater
162,"Garden District, Ryerson",43.6571618,-79.37893709999999,Donatello Restaurant,43.657489310288014,-79.38360495100461,Restaurant
163,"Garden District, Ryerson",43.6571618,-79.37893709999999,Citrus Restaurant & Lounge @ The Grand Hotel,43.65627304573888,-79.37422062269164,Lounge
164,"Garden District, Ryerson",43.6571618,-79.37893709999999,College Park Area,43.659453,-79.383785,Park
165,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ethiopiques,43.65651274304155,-79.377077748846,Restaurant
166,"Garden District, Ryerson",43.6571618,-79.37893709999999,Roots,43.65361341708363,-79.38024401664734,Clothing Store
167,"Garden District, Ryerson",43.6571618,-79.37893709999999,Marshalls,43.659308,-79.3824621,Department Store
168,"Garden District, Ryerson",43.6571618,-79.37893709999999,KAKA,43.65745745164475,-79.38419169987876,Restaurant
169,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kabul Express,43.65669146835466,-79.37664313658586,Restaurant
170,"Garden District, Ryerson",43.6571618,-79.37893709999999,Red Lobster,43.656328,-79.383621,Restaurant
171,"Garden District, Ryerson",43.6571618,-79.37893709999999,MAC Cosmetics,43.65405547492733,-79.38071368220903,Cosmetics Shop
172,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tangerine Café,43.653936903308185,-79.37972202364307,Bank
173,"Garden District, Ryerson",43.6571618,-79.37893709999999,Magic Tailor,43.65374158228865,-79.37974523881418,Clothing Store
174,"Garden District, Ryerson",43.6571618,-79.37893709999999,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
175,"Garden District, Ryerson",43.6571618,-79.37893709999999,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
176,"Garden District, Ryerson",43.6571618,-79.37893709999999,Starbucks,43.65446528594945,-79.37891894388453,Coffee Shop
177,"Garden District, Ryerson",43.6571618,-79.37893709999999,Nordstrom Ebar,43.654648676831954,-79.38057377013143,Coffee Shop
178,"Garden District, Ryerson",43.6571618,-79.37893709999999,Panago,43.65825817735338,-79.38431282558368,Pizza Place
179,"Garden District, Ryerson",43.6571618,-79.37893709999999,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Restaurant
180,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hard Candy Fitness,43.659556180497816,-79.38244024080487,Gym
181,"Garden District, Ryerson",43.6571618,-79.37893709999999,Trattoria Mercatto,43.65445314470199,-79.3809741075674,Restaurant
182,"Garden District, Ryerson",43.6571618,-79.37893709999999,Apple Eaton Centre,43.6528318,-79.3805553,Electronics Store
183,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bubble Republic Tea House 奶茶黨部,43.656707495984975,-79.38416470657434,Bubble Tea Shop
184,"Garden District, Ryerson",43.6571618,-79.37893709999999,Coco Fresh Tea & Juice,43.65865989038909,-79.38204032226336,Bubble Tea Shop
185,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hollister Co.,43.654479660102204,-79.38091371769396,Clothing Store
186,"Garden District, Ryerson",43.6571618,-79.37893709999999,Paramount Fine Foods,43.65502870847598,-79.38024513018975,Restaurant
187,"Garden District, Ryerson",43.6571618,-79.37893709999999,lululemon athletica,43.6532862,-79.3807642,Clothing Store
188,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bath & Body Works,43.65418247138001,-79.38094783233447,Distribution Center
189,"Garden District, Ryerson",43.6571618,-79.37893709999999,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Restaurant
190,"Garden District, Ryerson",43.6571618,-79.37893709999999,Fran's,43.65426474929814,-79.37912005538317,Restaurant
191,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ryerson Square,43.656988428886045,-79.37689617296417,Other Great Outdoors
192,"Garden District, Ryerson",43.6571618,-79.37893709999999,EB Games,43.65529344166874,-79.38032812642462,Video Game Store
193,"Garden District, Ryerson",43.6571618,-79.37893709999999,Victoria's Secret PINK,43.65335746417248,-79.3806734813237,Lingerie Store
194,"Garden District, Ryerson",43.6571618,-79.37893709999999,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.382314,Gym
195,"Garden District, Ryerson",43.6571618,-79.37893709999999,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
196,"Garden District, Ryerson",43.6571618,-79.37893709999999,VISA Screening Room #TIFF,43.6534148270092,-79.37845854142398,Movie Theater
197,"Garden District, Ryerson",43.6571618,-79.37893709999999,Starbucks,43.659509,-79.382132,Coffee Shop
198,"Garden District, Ryerson",43.6571618,-79.37893709999999,Vans,43.654825509733335,-79.38024076741966,Shoe Store
199,"Garden District, Ryerson",43.6571618,-79.37893709999999,American Eagle Store,43.653293309881676,-79.38008770373992,Clothing Store
200,"Garden District, Ryerson",43.6571618,-79.37893709999999,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
201,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ted Baker,43.65284284567131,-79.38032491863406,Clothing Store
202,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
203,"Garden District, Ryerson",43.6571618,-79.37893709999999,Fine Asian Bowl,43.6553866,-79.3803264,Restaurant
204,"Garden District, Ryerson",43.6571618,-79.37893709999999,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
205,"Garden District, Ryerson",43.6571618,-79.37893709999999,Starbucks,43.65907956058055,-79.38056191501433,Coffee Shop
206,"Garden District, Ryerson",43.6571618,-79.37893709999999,Shisha&Co,43.6567479206269,-79.37433722726891,Smoke Shop
207,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ali Basha Cafè,43.6566897,-79.3754589,Hookah Bar
208,"Garden District, Ryerson",43.6571618,-79.37893709999999,Good Earth Coffeehouse,43.65685033174256,-79.37471866607666,Coffee Shop
209,"Garden District, Ryerson",43.6571618,-79.37893709999999,Katsuya,43.65986035759321,-79.37878806223506,Restaurant
210,"Garden District, Ryerson",43.6571618,-79.37893709999999,Smoke's Poutinerie,43.65737935238092,-79.37345459540276,Poutine Place
211,Glencairn,43.709577,-79.44507259999999,"R Bakery - Delicious Cakes, Breads",43.70741964331273,-79.44312584563261,Bakery
212,Glencairn,43.709577,-79.44507259999999,Miyako Sushi Restaurant,43.709111,-79.44393,Restaurant
213,Glencairn,43.709577,-79.44507259999999,Pasta Goodness,43.709457,-79.443863,Restaurant
214,Glencairn,43.709577,-79.44507259999999,Blue Vapor Tech,43.711129,-79.44201,Smoke Shop
215,Glencairn,43.709577,-79.44507259999999,Filipino Grocery,43.70560720069307,-79.44257522442958,Convenience Store
216,Glencairn,43.709577,-79.44507259999999,Fraserwood Park,43.71354951931429,-79.4424819946289,Park
217,"West Deane Park, Princess Gardens, Martin Grove, Islington, Cloverdale",43.6509432,-79.55472440000001,Shawarma Club,43.64891,-79.549611,Restaurant
218,"West Deane Park, Princess Gardens, Martin Grove, Islington, Cloverdale",43.6509432,-79.55472440000001,Marius Bakery,43.648965,-79.549381,Bakery
219,"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Great Shine Window Cleaning,43.7831452,-79.1574307,Home Service
220,"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.16049709999999,Royal Canadian Legion,43.78253332838298,-79.16308473261682,Bar
221,Don Mills)South,43.72589970000001,-79.340923,Sorento Restaurant,43.72657509457231,-79.34198930569546,Restaurant
222,Don Mills)South,43.72589970000001,-79.340923,C&C Supermarket,43.72555648813715,-79.34166661836014,Grocery Store
223,Don Mills)South,43.72589970000001,-79.340923,Fitness Connection,43.72747286430573,-79.34170684305083,Gym
224,Don Mills)South,43.72589970000001,-79.340923,Oomomo,43.72642908913988,-79.34328336099873,Discount Store
225,Don Mills)South,43.72589970000001,-79.340923,Tilley Endurables,43.72703319748601,-79.34292634000684,Clothing Store
226,Don Mills)South,43.72589970000001,-79.340923,Just Hockey Source For Sports,43.72709513128194,-79.34259061584578,Sporting Goods Shop
