,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
51,Hotel Victoria,43.64808421544407,-79.37758193835406,East Thirty-Six,43.648409,-79.375017,Bistro
52,Hotel Victoria,43.64808421544407,-79.37758193835406,"Oliver & Bonacini Café Grill, Yonge and Front",43.64714379216559,-79.3769382034035,Restaurant
53,Hotel Victoria,43.64808421544407,-79.37758193835406,Hotel Victoria,43.64808421544407,-79.37758193835406,Hotel
54,Hotel Victoria,43.64808421544407,-79.37758193835406,Bluma Appel Theatre,43.64794690558408,-79.37551930085121,Performing Arts Venue
55,Hotel Victoria,43.64808421544407,-79.37758193835406,RBC Royal Bank,43.646747036379075,-79.37968962524677,Bank
56,Hotel Victoria,43.64808421544407,-79.37758193835406,Shoppers Drug Mart,43.646448,-79.379615,Pharmacy
57,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
58,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
59,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Textile Museum of Canada,43.65439630500274,-79.38650010906946,Art Museum
60,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Poke Guys,43.65489527525682,-79.38505238381624,Poke Place
61,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Tsujiri,43.65537430780922,-79.38535434742991,Tea Room
62,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Japango,43.65526771691681,-79.38516506734886,Sushi Restaurant
63,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Hotel
64,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
65,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
66,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
67,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,iQ Food Co,43.642851,-79.382081,Salad Place
68,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
69,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
70,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
71,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
72,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
73,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Ray Bay,43.642323,-79.38593,Aquarium
74,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
75,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Dangerous Lagoon,43.64233,-79.385925,Aquarium
76,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
77,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
78,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
79,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,TELUS,43.64331243103257,-79.38099939294844,IT Services
80,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,SOCO Kitchen+Bar,43.6429974,-79.383788,Bistro
81,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
82,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
83,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
84,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
85,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Booster Juice,43.64322536,-79.3812383,Juice Bar
86,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Rainbow Reef,43.64226,-79.385994,Aquarium
87,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Canadian Waters,43.64210325443365,-79.3862534013201,Aquarium
88,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Scaddabush Italian Kitchen & Bar,43.6447367776608,-79.38535477982775,Italian Restaurant
89,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Chipotle Mexican Grill,43.64489,-79.38305,Mexican Restaurant
90,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Starbucks,43.64510181136508,-79.38360972232998,Coffee Shop
91,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Panago,43.64251764051932,-79.38359138522554,Pizza Place
92,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,InterContinental Toronto Centre,43.6444547,-79.3854827,Hotel
93,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
94,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
95,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Toronto Blue Jays Box Office,43.64241616569043,-79.38586232130253,Baseball Stadium
96,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Starbucks,43.64309,-79.383071,Coffee Shop
97,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Sushi Shop,43.643485,-79.38096,Restaurant
98,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
99,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Lucky Clover Sports Pub,43.641136939105614,-79.38335124348639,Sports Bar
100,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,GoodLife Fitness Toronto Union Station,43.644336,-79.383625,Gym
101,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Thai Express,43.64309,-79.383071,Restaurant
102,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Mill St Brew Pub @ UPExpress,43.64450148329223,-79.38326228151502,Brewery
103,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Aria Ristorante,43.64329880302282,-79.38103414760897,Italian Restaurant
104,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,CHAR No5.,43.642834958614266,-79.38400905346897,Whisky Bar
105,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Tim Hortons,43.64311617832066,-79.3831081688677,Coffee Shop
106,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Starbucks,43.64248403759282,-79.38137332505133,Coffee Shop
107,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Pita & Grill,43.642446581014745,-79.38342950223203,Mediterranean Restaurant
108,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Ripley's Cafe,43.64241,-79.386096,Fast Food Restaurant
109,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Olly Fresco's,43.64297,-79.38191,Deli / Bodega
110,Le Germain Hotel,43.64312502979691,-79.38091770864038,iQ Food Co,43.642851,-79.382081,Salad Place
111,Le Germain Hotel,43.64312502979691,-79.38091770864038,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
112,Le Germain Hotel,43.64312502979691,-79.38091770864038,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
113,Le Germain Hotel,43.64312502979691,-79.38091770864038,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
114,Le Germain Hotel,43.64312502979691,-79.38091770864038,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
115,Le Germain Hotel,43.64312502979691,-79.38091770864038,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
116,Le Germain Hotel,43.64312502979691,-79.38091770864038,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
117,Le Germain Hotel,43.64312502979691,-79.38091770864038,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
118,Le Germain Hotel,43.64312502979691,-79.38091770864038,TELUS,43.64331243103257,-79.38099939294844,IT Services
119,Le Germain Hotel,43.64312502979691,-79.38091770864038,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
120,Le Germain Hotel,43.64312502979691,-79.38091770864038,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
121,Le Germain Hotel,43.64312502979691,-79.38091770864038,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
122,Le Germain Hotel,43.64312502979691,-79.38091770864038,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
123,Le Germain Hotel,43.64312502979691,-79.38091770864038,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
124,Le Germain Hotel,43.64312502979691,-79.38091770864038,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
125,Le Germain Hotel,43.64312502979691,-79.38091770864038,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
126,Le Germain Hotel,43.64312502979691,-79.38091770864038,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
127,Le Germain Hotel,43.64312502979691,-79.38091770864038,Booster Juice,43.64322536,-79.3812383,Juice Bar
128,Le Germain Hotel,43.64312502979691,-79.38091770864038,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
129,Le Germain Hotel,43.64312502979691,-79.38091770864038,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
130,Le Germain Hotel,43.64312502979691,-79.38091770864038,SOCO Kitchen+Bar,43.6429974,-79.383788,Bistro
131,Le Germain Hotel,43.64312502979691,-79.38091770864038,McCafé,43.644490691919735,-79.38110912246584,Café
132,Le Germain Hotel,43.64312502979691,-79.38091770864038,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
133,Le Germain Hotel,43.64312502979691,-79.38091770864038,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
134,Le Germain Hotel,43.64312502979691,-79.38091770864038,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
135,Le Germain Hotel,43.64312502979691,-79.38091770864038,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
136,Le Germain Hotel,43.64312502979691,-79.38091770864038,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
137,Le Germain Hotel,43.64312502979691,-79.38091770864038,Sushi Shop,43.643485,-79.38096,Restaurant
138,Le Germain Hotel,43.64312502979691,-79.38091770864038,Panago,43.64251764051932,-79.38359138522554,Pizza Place
139,Le Germain Hotel,43.64312502979691,-79.38091770864038,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
140,Le Germain Hotel,43.64312502979691,-79.38091770864038,Starbucks,43.64309,-79.383071,Coffee Shop
141,Le Germain Hotel,43.64312502979691,-79.38091770864038,Dollarama,43.641765,-79.379589,Discount Store
142,Le Germain Hotel,43.64312502979691,-79.38091770864038,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
143,Le Germain Hotel,43.64312502979691,-79.38091770864038,Winners,43.64206291678669,-79.37900143460836,Department Store
144,Le Germain Hotel,43.64312502979691,-79.38091770864038,Thai Express,43.64309,-79.383071,Restaurant
145,Le Germain Hotel,43.64312502979691,-79.38091770864038,SportChek,43.642814842317044,-79.38040776035005,Sporting Goods Shop
146,Le Germain Hotel,43.64312502979691,-79.38091770864038,Aria Ristorante,43.64329880302282,-79.38103414760897,Italian Restaurant
147,Le Germain Hotel,43.64312502979691,-79.38091770864038,TD Canada Trust,43.64219452552069,-79.38084349036222,Bank
148,Le Germain Hotel,43.64312502979691,-79.38091770864038,Mill St Brew Pub @ UPExpress,43.64450148329223,-79.38326228151502,Brewery
149,Le Germain Hotel,43.64312502979691,-79.38091770864038,Tim Hortons,43.64311617832066,-79.3831081688677,Coffee Shop
150,Le Germain Hotel,43.64312502979691,-79.38091770864038,Starbucks,43.64248403759282,-79.38137332505133,Coffee Shop
151,Le Germain Hotel,43.64312502979691,-79.38091770864038,Pita & Grill,43.642446581014745,-79.38342950223203,Mediterranean Restaurant
152,Le Germain Hotel,43.64312502979691,-79.38091770864038,Olly Fresco's,43.64297,-79.38191,Deli / Bodega
153,Le Germain Hotel,43.64312502979691,-79.38091770864038,Kinka Izakaya,43.641308,-79.38013,Japanese Restaurant
154,Le Germain Hotel,43.64312502979691,-79.38091770864038,Kinton Ramen,43.641663,-79.37907,Ramen Restaurant
155,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,HTO Park,43.63794857171933,-79.38781965601113,Park
156,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
157,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
158,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Tim Hortons,43.6387246,-79.3863403,Coffee Shop
159,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
160,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
161,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Hotel
162,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
163,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
164,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
165,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
166,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
167,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
168,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
169,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Rabba Fine Foods,43.63906132458212,-79.38530912453628,Convenience Store
170,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Pizzaiolo,43.63911334934392,-79.38726583483393,Pizza Place
171,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Starbucks,43.638837475031316,-79.38518649083973,Coffee Shop
172,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Spice Thai,43.63940652819094,-79.38445898645135,Thai Restaurant
173,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,The Slip,43.638013780302316,-79.38311032041054,Restaurant
174,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Shoeless Joe's,43.639022173178894,-79.38596252322581,Sports Bar
175,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Harbourfront Centre Sailing & Powerboating,43.63845974819055,-79.38675623085047,Harbor / Marina
176,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,The Yankee Lady,43.6389708,-79.3854325,Boat or Ferry
177,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Mamma's Pizza,43.63904861970403,-79.38632341824247,Pizza Place
178,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Rees Street Parkette,43.639396627029726,-79.3844519544104,Park
179,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Vineyards,43.639415,-79.383284,Wine Shop
180,Radisson Admiral Hotel Toronto-Harbourfront,43.63876484495362,-79.38587089636458,Lakeside Local Patio,43.63800924755001,-79.38309119238615,Snack Place
181,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Miku,43.64137436,-79.37753063,Japanese Restaurant
182,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
183,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
184,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969,Greek Restaurant
185,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
186,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
187,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
188,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
189,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Starbucks,43.64099011203675,-79.37626361846924,Coffee Shop
190,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Oyshi Sushi,43.64234005516476,-79.37585304260914,Sushi Restaurant
191,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Starbucks,43.6425033268289,-79.37524568288464,Coffee Shop
192,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Piazza Manna,43.641460067165184,-79.37771914472566,Italian Restaurant
193,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Starbucks,43.642743,-79.374104,Coffee Shop
194,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,A&W,43.64136651819956,-79.37794165160912,Fast Food Restaurant
195,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,RBC Royal Bank,43.6408925738686,-79.37841340899467,Bank
196,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Subway,43.64105847366237,-79.37858572023777,Sandwich Place
197,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Pinnacle Centre Fitness Centre & Pool,43.64308539252521,-79.37718577191337,Gym Pool
198,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,WestinWORKOUT Gym,43.64054365805462,-79.37594834079205,Gym
199,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Miller Tavern,43.64239153286039,-79.37751186704443,Steakhouse
200,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Szechuan Express,43.64134582504235,-79.37796013792254,Chinese Restaurant
201,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Tim Hortons,43.641340039994496,-79.37799204978754,Coffee Shop
202,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Tim Hortons,43.641663,-79.377538,Coffee Shop
203,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Second Cup,43.64294114122368,-79.37763943589252,Coffee Shop
204,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,The Fox,43.64274569998873,-79.37781591487587,Pub
205,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Starbucks,43.641082,-79.378719,Coffee Shop
206,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Tim Hortons,43.64168112417584,-79.3759337067604,Coffee Shop
207,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Firkin on Harbour,43.64287980784644,-79.37591118064242,Pub
208,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Aurora Borealis,43.64076,-79.373897,Boat or Ferry
209,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
210,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Terroni,43.650927,-79.375602,Italian Restaurant
